scene_name,status,timestamp
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,INVALID_AOI_FILE,2025-06-13 14:39:30
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,INVALID_AOI_FILE,2025-06-13 14:39:31
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,INVALID_AOI_FILE,2025-06-13 14:39:31
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 14:39:32
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,INVALID_AOI_FILE,2025-06-13 14:39:32
S1A_IW_SLC__1SDV_20250413T165922_20250413T165949_058741_0746A9_00DE,INVALID_AOI_FILE,2025-06-13 14:39:32
S1A_IW_SLC__1SDV_20250413T165947_20250413T170015_058741_0746A9_DFCB,INVALID_AOI_FILE,2025-06-13 14:39:33
S1A_IW_SLC__1SDV_20250418T170739_20250418T170806_058814_0749A8_1E9C,INVALID_AOI_FILE,2025-06-13 14:39:33
S1A_IW_SLC__1SDV_20250422T052634_20250422T052702_058865_074BC1_2D8E,NO_INPUT_FILE,2025-06-13 14:39:34
S1A_IW_SLC__1SDV_20250422T052700_20250422T052727_058865_074BC1_2FCF,INVALID_AOI_FILE,2025-06-13 14:39:34
S1A_IW_SLC__1SDV_20250425T165922_20250425T165949_058916_074DCC_6DB4,INVALID_AOI_FILE,2025-06-13 14:39:34
S1A_IW_SLC__1SDV_20250425T165947_20250425T170015_058916_074DCC_68E7,INVALID_AOI_FILE,2025-06-13 14:39:35
S1A_IW_SLC__1SDV_20250430T170740_20250430T170807_058989_0750CA_7369,INVALID_AOI_FILE,2025-06-13 14:39:35
S1A_IW_SLC__1SDV_20250504T052634_20250504T052702_059040_0752C4_9BD3,NO_INPUT_FILE,2025-06-13 14:39:36
S1A_IW_SLC__1SDV_20250504T052700_20250504T052727_059040_0752C4_F8A5,INVALID_AOI_FILE,2025-06-13 14:39:36
S1A_IW_SLC__1SDV_20250507T165922_20250507T165949_059091_0754BF_ACE5,INVALID_AOI_FILE,2025-06-13 14:39:37
S1A_IW_SLC__1SDV_20250507T165947_20250507T170015_059091_0754BF_2AB1,INVALID_AOI_FILE,2025-06-13 14:39:37
S1A_IW_SLC__1SDV_20250512T170739_20250512T170806_059164_07574E_F1A8,INVALID_AOI_FILE,2025-06-13 14:39:37
S1A_IW_SLC__1SDV_20250516T052634_20250516T052702_059215_075912_2D44,NO_INPUT_FILE,2025-06-13 14:39:38
S1A_IW_SLC__1SDV_20250516T052700_20250516T052727_059215_075912_74A0,INVALID_AOI_FILE,2025-06-13 14:39:38
S1A_IW_SLC__1SDV_20250519T165922_20250519T165949_059266_075AC7_B84A,INVALID_AOI_FILE,2025-06-13 14:39:39
S1A_IW_SLC__1SDV_20250519T165947_20250519T170015_059266_075AC7_4D14,INVALID_AOI_FILE,2025-06-13 14:39:39
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,STATS_FAILED,2025-06-13 14:52:54
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,STATS_FAILED,2025-06-13 14:52:56
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,SUCCESS,2025-06-13 14:52:57
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 14:52:58
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,SUCCESS,2025-06-13 14:52:59
S1A_IW_SLC__1SDV_20250413T165922_20250413T165949_058741_0746A9_00DE,STATS_FAILED,2025-06-13 14:53:01
S1A_IW_SLC__1SDV_20250413T165947_20250413T170015_058741_0746A9_DFCB,STATS_FAILED,2025-06-13 14:53:02
S1A_IW_SLC__1SDV_20250418T170739_20250418T170806_058814_0749A8_1E9C,SUCCESS,2025-06-13 14:53:04
S1A_IW_SLC__1SDV_20250422T052634_20250422T052702_058865_074BC1_2D8E,NO_INPUT_FILE,2025-06-13 14:53:05
S1A_IW_SLC__1SDV_20250422T052700_20250422T052727_058865_074BC1_2FCF,SUCCESS,2025-06-13 14:53:06
S1A_IW_SLC__1SDV_20250425T165922_20250425T165949_058916_074DCC_6DB4,STATS_FAILED,2025-06-13 14:53:08
S1A_IW_SLC__1SDV_20250425T165947_20250425T170015_058916_074DCC_68E7,STATS_FAILED,2025-06-13 14:53:09
S1A_IW_SLC__1SDV_20250430T170740_20250430T170807_058989_0750CA_7369,SUCCESS,2025-06-13 14:53:11
S1A_IW_SLC__1SDV_20250504T052634_20250504T052702_059040_0752C4_9BD3,NO_INPUT_FILE,2025-06-13 14:53:11
S1A_IW_SLC__1SDV_20250504T052700_20250504T052727_059040_0752C4_F8A5,SUCCESS,2025-06-13 14:53:13
S1A_IW_SLC__1SDV_20250507T165922_20250507T165949_059091_0754BF_ACE5,STATS_FAILED,2025-06-13 14:53:15
S1A_IW_SLC__1SDV_20250507T165947_20250507T170015_059091_0754BF_2AB1,STATS_FAILED,2025-06-13 14:53:17
S1A_IW_SLC__1SDV_20250512T170739_20250512T170806_059164_07574E_F1A8,SUCCESS,2025-06-13 14:53:19
S1A_IW_SLC__1SDV_20250516T052634_20250516T052702_059215_075912_2D44,NO_INPUT_FILE,2025-06-13 14:53:19
S1A_IW_SLC__1SDV_20250516T052700_20250516T052727_059215_075912_74A0,SUCCESS,2025-06-13 14:53:21
S1A_IW_SLC__1SDV_20250519T165922_20250519T165949_059266_075AC7_B84A,STATS_FAILED,2025-06-13 14:53:23
S1A_IW_SLC__1SDV_20250519T165947_20250519T170015_059266_075AC7_4D14,STATS_FAILED,2025-06-13 14:53:24
S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,SUCCESS,2025-06-13 14:53:26
S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,SUCCESS,2025-06-13 14:53:28
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,STATS_FAILED,2025-06-13 14:55:59
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,STATS_FAILED,2025-06-13 14:56:00
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,EMPTY_STATS_CSV,2025-06-13 14:56:02
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 14:56:02
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,EMPTY_STATS_CSV,2025-06-13 14:56:04
S1A_IW_SLC__1SDV_20250413T165922_20250413T165949_058741_0746A9_00DE,STATS_FAILED,2025-06-13 14:56:06
S1A_IW_SLC__1SDV_20250413T165947_20250413T170015_058741_0746A9_DFCB,STATS_FAILED,2025-06-13 14:56:07
S1A_IW_SLC__1SDV_20250418T170739_20250418T170806_058814_0749A8_1E9C,EMPTY_STATS_CSV,2025-06-13 14:56:09
S1A_IW_SLC__1SDV_20250422T052634_20250422T052702_058865_074BC1_2D8E,NO_INPUT_FILE,2025-06-13 14:56:09
S1A_IW_SLC__1SDV_20250422T052700_20250422T052727_058865_074BC1_2FCF,EMPTY_STATS_CSV,2025-06-13 14:56:11
S1A_IW_SLC__1SDV_20250425T165922_20250425T165949_058916_074DCC_6DB4,STATS_FAILED,2025-06-13 14:56:12
S1A_IW_SLC__1SDV_20250425T165947_20250425T170015_058916_074DCC_68E7,STATS_FAILED,2025-06-13 14:56:14
S1A_IW_SLC__1SDV_20250430T170740_20250430T170807_058989_0750CA_7369,EMPTY_STATS_CSV,2025-06-13 14:56:15
S1A_IW_SLC__1SDV_20250504T052634_20250504T052702_059040_0752C4_9BD3,NO_INPUT_FILE,2025-06-13 14:56:16
S1A_IW_SLC__1SDV_20250504T052700_20250504T052727_059040_0752C4_F8A5,EMPTY_STATS_CSV,2025-06-13 14:56:17
S1A_IW_SLC__1SDV_20250507T165922_20250507T165949_059091_0754BF_ACE5,STATS_FAILED,2025-06-13 14:56:19
S1A_IW_SLC__1SDV_20250507T165947_20250507T170015_059091_0754BF_2AB1,STATS_FAILED,2025-06-13 14:56:21
S1A_IW_SLC__1SDV_20250512T170739_20250512T170806_059164_07574E_F1A8,EMPTY_STATS_CSV,2025-06-13 14:56:22
S1A_IW_SLC__1SDV_20250516T052634_20250516T052702_059215_075912_2D44,NO_INPUT_FILE,2025-06-13 14:56:23
S1A_IW_SLC__1SDV_20250516T052700_20250516T052727_059215_075912_74A0,EMPTY_STATS_CSV,2025-06-13 14:56:24
S1A_IW_SLC__1SDV_20250519T165922_20250519T165949_059266_075AC7_B84A,STATS_FAILED,2025-06-13 14:56:26
S1A_IW_SLC__1SDV_20250519T165947_20250519T170015_059266_075AC7_4D14,STATS_FAILED,2025-06-13 14:56:27
S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,EMPTY_STATS_CSV,2025-06-13 14:56:29
S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,EMPTY_STATS_CSV,2025-06-13 14:56:31
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,STATS_FAILED,2025-06-13 14:59:29
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,STATS_FAILED,2025-06-13 14:59:30
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,STATS_FAILED,2025-06-13 14:59:32
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 14:59:32
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,STATS_FAILED,2025-06-13 14:59:34
S1A_IW_SLC__1SDV_20250413T165922_20250413T165949_058741_0746A9_00DE,STATS_FAILED,2025-06-13 14:59:35
S1A_IW_SLC__1SDV_20250413T165947_20250413T170015_058741_0746A9_DFCB,STATS_FAILED,2025-06-13 14:59:37
S1A_IW_SLC__1SDV_20250418T170739_20250418T170806_058814_0749A8_1E9C,STATS_FAILED,2025-06-13 14:59:39
S1A_IW_SLC__1SDV_20250422T052634_20250422T052702_058865_074BC1_2D8E,NO_INPUT_FILE,2025-06-13 14:59:39
S1A_IW_SLC__1SDV_20250422T052700_20250422T052727_058865_074BC1_2FCF,STATS_FAILED,2025-06-13 14:59:41
S1A_IW_SLC__1SDV_20250425T165922_20250425T165949_058916_074DCC_6DB4,STATS_FAILED,2025-06-13 14:59:42
S1A_IW_SLC__1SDV_20250425T165947_20250425T170015_058916_074DCC_68E7,STATS_FAILED,2025-06-13 14:59:44
S1A_IW_SLC__1SDV_20250430T170740_20250430T170807_058989_0750CA_7369,STATS_FAILED,2025-06-13 14:59:45
S1A_IW_SLC__1SDV_20250504T052634_20250504T052702_059040_0752C4_9BD3,NO_INPUT_FILE,2025-06-13 14:59:46
S1A_IW_SLC__1SDV_20250504T052700_20250504T052727_059040_0752C4_F8A5,STATS_FAILED,2025-06-13 14:59:47
S1A_IW_SLC__1SDV_20250507T165922_20250507T165949_059091_0754BF_ACE5,STATS_FAILED,2025-06-13 14:59:49
S1A_IW_SLC__1SDV_20250507T165947_20250507T170015_059091_0754BF_2AB1,STATS_FAILED,2025-06-13 14:59:50
S1A_IW_SLC__1SDV_20250512T170739_20250512T170806_059164_07574E_F1A8,STATS_FAILED,2025-06-13 14:59:52
S1A_IW_SLC__1SDV_20250516T052634_20250516T052702_059215_075912_2D44,NO_INPUT_FILE,2025-06-13 14:59:52
S1A_IW_SLC__1SDV_20250516T052700_20250516T052727_059215_075912_74A0,STATS_FAILED,2025-06-13 14:59:54
S1A_IW_SLC__1SDV_20250519T165922_20250519T165949_059266_075AC7_B84A,STATS_FAILED,2025-06-13 14:59:56
S1A_IW_SLC__1SDV_20250519T165947_20250519T170015_059266_075AC7_4D14,STATS_FAILED,2025-06-13 14:59:57
S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,STATS_FAILED,2025-06-13 14:59:59
S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,STATS_FAILED,2025-06-13 15:00:00
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,STATS_FAILED,2025-06-13 15:03:01
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,STATS_FAILED,2025-06-13 15:03:02
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,STATS_FAILED,2025-06-13 15:03:04
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 15:03:05
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,STATS_FAILED,2025-06-13 15:03:06
S1A_IW_SLC__1SDV_20250413T165922_20250413T165949_058741_0746A9_00DE,STATS_FAILED,2025-06-13 15:03:08
S1A_IW_SLC__1SDV_20250413T165947_20250413T170015_058741_0746A9_DFCB,STATS_FAILED,2025-06-13 15:03:09
S1A_IW_SLC__1SDV_20250418T170739_20250418T170806_058814_0749A8_1E9C,STATS_FAILED,2025-06-13 15:03:11
S1A_IW_SLC__1SDV_20250422T052634_20250422T052702_058865_074BC1_2D8E,NO_INPUT_FILE,2025-06-13 15:03:11
S1A_IW_SLC__1SDV_20250422T052700_20250422T052727_058865_074BC1_2FCF,STATS_FAILED,2025-06-13 15:03:13
S1A_IW_SLC__1SDV_20250425T165922_20250425T165949_058916_074DCC_6DB4,STATS_FAILED,2025-06-13 15:03:15
S1A_IW_SLC__1SDV_20250425T165947_20250425T170015_058916_074DCC_68E7,STATS_FAILED,2025-06-13 15:03:16
S1A_IW_SLC__1SDV_20250430T170740_20250430T170807_058989_0750CA_7369,STATS_FAILED,2025-06-13 15:03:18
S1A_IW_SLC__1SDV_20250504T052634_20250504T052702_059040_0752C4_9BD3,NO_INPUT_FILE,2025-06-13 15:03:18
S1A_IW_SLC__1SDV_20250504T052700_20250504T052727_059040_0752C4_F8A5,STATS_FAILED,2025-06-13 15:03:20
S1A_IW_SLC__1SDV_20250507T165922_20250507T165949_059091_0754BF_ACE5,STATS_FAILED,2025-06-13 15:03:21
S1A_IW_SLC__1SDV_20250507T165947_20250507T170015_059091_0754BF_2AB1,STATS_FAILED,2025-06-13 15:03:23
S1A_IW_SLC__1SDV_20250512T170739_20250512T170806_059164_07574E_F1A8,STATS_FAILED,2025-06-13 15:03:25
S1A_IW_SLC__1SDV_20250516T052634_20250516T052702_059215_075912_2D44,NO_INPUT_FILE,2025-06-13 15:03:25
S1A_IW_SLC__1SDV_20250516T052700_20250516T052727_059215_075912_74A0,STATS_FAILED,2025-06-13 15:03:27
S1A_IW_SLC__1SDV_20250519T165922_20250519T165949_059266_075AC7_B84A,STATS_FAILED,2025-06-13 15:03:28
S1A_IW_SLC__1SDV_20250519T165947_20250519T170015_059266_075AC7_4D14,STATS_FAILED,2025-06-13 15:03:30
S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,STATS_FAILED,2025-06-13 15:03:31
S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,STATS_FAILED,2025-06-13 15:03:33
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,STATS_FAILED,2025-06-13 15:05:02
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,STATS_FAILED,2025-06-13 15:05:04
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,STATS_FAILED,2025-06-13 15:05:06
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 15:05:06
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,STATS_FAILED,2025-06-13 15:05:08
S1A_IW_SLC__1SDV_20250401T165922_20250401T165949_058566_073F7A_9286,STATS_FAILED,2025-06-13 15:05:16
S1A_IW_SLC__1SDV_20250401T165947_20250401T170015_058566_073F7A_9D05,STATS_FAILED,2025-06-13 15:05:18
S1A_IW_SLC__1SDV_20250406T170739_20250406T170806_058639_07427F_22BA,STATS_FAILED,2025-06-13 15:05:20
S1A_IW_SLC__1SDV_20250410T052634_20250410T052702_058690_074497_0558,NO_INPUT_FILE,2025-06-13 15:05:21
S1A_IW_SLC__1SDV_20250410T052700_20250410T052727_058690_074497_8231,STATS_FAILED,2025-06-13 15:05:23
S1A_IW_SLC__1SDV_20250413T165922_20250413T165949_058741_0746A9_00DE,STATS_FAILED,2025-06-13 15:05:25
S1A_IW_SLC__1SDV_20250413T165947_20250413T170015_058741_0746A9_DFCB,STATS_FAILED,2025-06-13 15:05:26
S1A_IW_SLC__1SDV_20250418T170739_20250418T170806_058814_0749A8_1E9C,STATS_FAILED,2025-06-13 15:05:28
S1A_IW_SLC__1SDV_20250422T052634_20250422T052702_058865_074BC1_2D8E,NO_INPUT_FILE,2025-06-13 15:05:29
S1A_IW_SLC__1SDV_20250422T052700_20250422T052727_058865_074BC1_2FCF,STATS_FAILED,2025-06-13 15:05:31
S1A_IW_SLC__1SDV_20250425T165922_20250425T165949_058916_074DCC_6DB4,STATS_FAILED,2025-06-13 15:05:33
S1A_IW_SLC__1SDV_20250425T165947_20250425T170015_058916_074DCC_68E7,STATS_FAILED,2025-06-13 15:05:35
S1A_IW_SLC__1SDV_20250430T170740_20250430T170807_058989_0750CA_7369,STATS_FAILED,2025-06-13 15:05:37
S1A_IW_SLC__1SDV_20250504T052634_20250504T052702_059040_0752C4_9BD3,NO_INPUT_FILE,2025-06-13 15:05:37
S1A_IW_SLC__1SDV_20250504T052700_20250504T052727_059040_0752C4_F8A5,STATS_FAILED,2025-06-13 15:05:39
S1A_IW_SLC__1SDV_20250507T165922_20250507T165949_059091_0754BF_ACE5,STATS_FAILED,2025-06-13 15:05:41
S1A_IW_SLC__1SDV_20250507T165947_20250507T170015_059091_0754BF_2AB1,STATS_FAILED,2025-06-13 15:05:43
S1A_IW_SLC__1SDV_20250512T170739_20250512T170806_059164_07574E_F1A8,STATS_FAILED,2025-06-13 15:05:45
